genotype,combineTestWeight.sp.b,combineTestWeight.sp.mu,combineTestWeight.sp.FWB,combineTestWeight.sp.FWW,locationYear,blockSet,combineMoisture.sp.b,combineMoisture.sp.mu,combineMoisture.sp.FWB,combineMoisture.sp.FWW,flagLeafHeight.sp.b,flagLeafHeight.sp.mu,flagLeafHeight.sp.FWB,flagLeafHeight.sp.FWW,earHeight.sp.b,earHeight.sp.mu,earHeight.sp.FWB,earHeight.sp.FWW,yieldPerAcre.sp.b,yieldPerAcre.sp.mu,yieldPerAcre.sp.FWB,yieldPerAcre.sp.FWW,GDDToAnthesis.sp.b,GDDToAnthesis.sp.mu,GDDToAnthesis.sp.FWB,GDDToAnthesis.sp.FWW,{genotype},GDDToSilk.sp.b,GDDToSilk.sp.mu,GDDToSilk.sp.FWB,GDDToSilk.sp.FWW,anthesisSilkingIntervalGDD.sp.b,anthesisSilkingIntervalGDD.sp.mu,anthesisSilkingIntervalGDD.sp.FWB,anthesisSilkingIntervalGDD.sp.FWW,kernelRowNumber.sp.b,kernelRowNumber.sp.mu,kernelRowNumber.sp.FWB,kernelRowNumber.sp.FWW,earWidth.sp.b,earWidth.sp.mu,earWidth.sp.FWB,earWidth.sp.FWW,earLength.sp.b,earLength.sp.mu,earLength.sp.FWB,earLength.sp.FWW,shelledCobWidth.sp.b,shelledCobWidth.sp.mu,shelledCobWidth.sp.FWB,shelledCobWidth.sp.FWW,shelledCobMass.sp.b,shelledCobMass.sp.mu,shelledCobMass.sp.FWB,shelledCobMass.sp.FWW,kernelMassPerEar.sp.b,kernelMassPerEar.sp.mu,kernelMassPerEar.sp.FWB,kernelMassPerEar.sp.FWW,kernelsPerEar.sp.b,kernelsPerEar.sp.mu,kernelsPerEar.sp.FWB,kernelsPerEar.sp.FWW,hundredKernelMass.sp.b,hundredKernelMass.sp.mu,hundredKernelMass.sp.FWB,hundredKernelMass.sp.FWW,earFillLength.sp.b,earFillLength.sp.mu,earFillLength.sp.FWB,earFillLength.sp.FWW,kernelsPerRow.sp.b,kernelsPerRow.sp.mu,kernelsPerRow.sp.FWB,kernelsPerRow.sp.FWW
B37 X MO17,0.978647929327331,58.5715229490266,58.5814348367688,58.554178558115,2022:North Platte,1,0.979437250664201,15.0760998523351,15.0922718961727,15.0752244776413,0.994579087045284,286.908886957493,290.269528681237,282.701310800165,0.895394427830789,135.321721392154,138.468037761547,132.113846438633,0.950347542731154,154.740561610159,162.334275055126,144.736210149271,0.938163319960382,2719.03159487846,2754.06731412771,2664.5785636989,NA,0.96144652402659,2671.3463044513,2807.80247558728,2578.36887060925,0.974659530105578,-66.4219517932041,125.163170328494,-174.443536177445,0.997799024459362,14.4347792932695,14.5046213233786,14.316258631724,0.926516528503564,4.05397874172097,4.09223147774295,3.97611439891928,1.09463212974208,16.5903032161049,16.9677607818857,16.1071607217574,1.04770954279853,2.61467983009729,2.62652896606771,2.60306765753637,1.15276870222075,20.3926356744464,21.8863817675574,18.4822381582562,1.00909156998201,131.429494319309,141.829810803365,117.751261224556,1.08148321312378,448.778214882985,475.20615693076,426.544487548428,0.879719187582717,28.3940137994141,29.2439738018492,27.0843182465451,1.11701993189377,15.2147115727896,15.7382227924483,14.4813512824372,1.13178083068201,34.0353903697459,35.6370944020393,32.3858593557321
B37 X OH43,1.02078853794773,58.7431020687279,58.7534407626479,58.7250108278336,2022:North Platte,1,1.01087968379955,14.8907628397535,14.9074540474341,14.8898593633,1.21147913413334,283.941062851089,288.034600890088,278.815889009938,1.01076751425722,125.244687207851,128.796411762875,121.623472141018,1.025486643511,150.962651595827,159.156760974048,140.167307430842,1.00378216785086,2671.98769713819,2709.47395296592,2613.72600589473,NA,1.10204626704376,2590.58165051122,2746.99286034708,2484.00740917348,1.01672687336872,-49.6240116287128,150.230128388425,-162.30792263036,1.02196335607151,16.4525940403149,16.5241274791492,16.3312030887628,0.977691036601774,4.012906357112,4.05327191561378,3.93074131451847,1.00450697949781,15.541231621199,15.8876116962845,15.097868052309,0.964864243832773,2.6154831344759,2.62639532640615,2.60478916860123,0.940786522852173,19.5564148057849,20.7754765223762,17.9973195310263,1.02825921081092,129.404228713624,140.002098657449,115.46617830701,0.950919649636527,443.389668269054,466.627060294858,423.840138557887,0.956242554641494,27.4752215733379,28.3991163065026,26.0516006736741,1.01390592568004,14.2315733471416,14.7067583573786,13.5659107901752,0.942394066972959,32.0053432495723,33.339025828531,30.6318368261089
B73 X 3IIH6,1.01011964153535,59.5834281460535,59.5936587838478,59.5655259879788,2022:North Platte,1,1.0123946048924,13.4949745709568,13.5116907923587,13.4940697405385,1.00162833034746,282.699787959453,286.084248785639,278.46238991221,1.04565070221204,127.350807059654,131.02510725494,123.604618124924,1.04606846263985,180.596615419102,188.95518298721,169.584605515521,0.957984845084227,2649.7295324613,2685.50548677896,2594.12601702955,NA,0.977278329370171,2610.38855060888,2749.09169803045,2515.88008971837,0.999873153533784,-62.8112254520372,133.730042866785,-173.627237497071,0.98413928569663,17.1522497558248,17.2211356576328,17.0353516267081,1.0270486003336,4.33089025346113,4.37329361895074,4.24457720687195,1.02909350100047,17.424083856967,17.778942002726,16.9698684292623,1.03361198127595,2.6325389273426,2.64422862606777,2.62108300354186,1.07466801502088,20.7912830409518,22.183827048901,19.0103159634542,1.02153840127287,139.267264156357,149.795865315956,125.420314302142,0.974856623345307,538.302415303865,562.124749329969,518.26077610806,1.00520757119139,27.2336072917705,28.20481065043,25.7370889660567,1.00668412009374,15.5923411422553,16.0641415251078,14.9314199379635,1.03993634865782,34.389747011326,35.8614720996277,32.8740761206309
B73 X MO17,0.983507026878714,58.9741042456486,58.9840653470335,58.9566737378763,2022:North Platte,1,0.985128171812263,14.529931411017,14.5461974208808,14.5290509500471,0.932883523635384,285.52778532571,288.679960284703,281.581212828119,0.936696534524081,133.787184200599,137.078631576329,130.431338710886,0.998936931053218,175.846401216567,183.828366195623,165.330547072517,0.990517726706539,2721.17472797377,2758.16562310466,2663.68293362549,NA,0.918315297394753,2606.79501956014,2737.12966246183,2517.98862453353,0.919717145695671,-82.427669199953,98.3576370868875,-184.359985249473,0.998989627513598,15.1283008426524,15.1982262103197,15.0096387587781,0.972019412210194,4.14588565678981,4.18601705308942,4.06419725685973,0.894050481171201,16.7955123549316,17.1038041628721,16.4009014461074,0.971365845992478,2.61524667348627,2.62623239568887,2.60448064782489,0.873431255186702,20.1736577222748,21.3054411602904,18.7261853045582,0.974101605088489,134.680658060901,144.720346511304,121.476713831527,1.02299644722838,457.4698440385,482.468559223677,436.438519838655,1.00334940044893,27.8482454364901,28.8176534827011,26.3544934912217,0.935310570962385,15.2833265008544,15.7216764029318,14.6692643768887,0.979938595877936,33.3818933275746,34.7687091826123,31.9536670651137
B73 X PHM49,1.00898123489865,58.8920290816192,58.9022481894665,58.8741470993086,2022:North Platte,1,1.00461406641015,14.6875780760448,14.7041658285638,14.6866801995038,1.10913713536307,285.372508620612,289.12023726583,280.680293565271,1.04788946739886,133.460218101234,137.142385068231,129.706008479144,1.03021229948464,182.586128361246,190.817997901608,171.741037002611,1.00628706193981,2706.66769910164,2744.247500226,2648.26061837959,NA,0.952178221486704,2655.85131454634,2790.99205414669,2563.77017910955,1.00203353297375,-62.5566772464115,134.409248653905,-173.612124296971,0.978081686422604,15.6406302204556,15.709092114001,15.5244516256898,1.01658331617186,4.09677761391072,4.13874890318785,4.01134406860232,1.0132690170324,15.8947403251343,16.2441417781505,15.4475094180263,0.979759662220229,2.62388978275294,2.63497043534008,2.61303072515999,1.0388097171391,19.5380675052345,20.8841466913479,17.816525708,0.988754979263746,135.07106782961,145.261782939551,121.668497158835,1.05786337796973,463.097221220973,488.947971106119,441.349083462037,1.02192785028223,28.1803146223877,29.1676726456918,26.6589037224558,1.07879441844391,14.3426466854374,14.8482428396646,13.6343827007479,0.946427118018936,32.2039559443757,33.5433461249721,30.8245714899357
B73 X PHN82,0.963934821871343,58.8698357177484,58.8795985890109,58.8527520844389,2022:North Platte,1,0.969835612910161,14.6781488920721,14.6941623978242,14.677282098868,1.07087787512283,285.341997491516,288.960449674,280.81163859551,1.02191694206451,129.790233832869,133.381136236368,126.129074391694,1.04137961148737,188.449344956239,196.770446449635,177.486694800295,0.994995252044643,2723.59361885994,2760.75172722262,2665.84193924259,NA,0.988193822934005,2646.0389176375,2786.29127910328,2550.4748654527,0.985075617792699,-59.4768149866013,134.155757931942,-168.652815102996,0.961294190072923,15.8607359791607,15.9280228136043,15.7465514384321,0.983159235347095,4.14200928023259,4.18260060217915,4.0593846908436,0.94842575832748,16.3974133164359,16.7244551310649,15.9788025575047,1.00373471962451,2.61001682463592,2.62136862461982,2.59889204215229,0.997140554379144,20.7363722361591,22.0284569401565,19.0838856317704,0.9847433866805,134.298388894623,144.447758071536,120.950195348844,0.896873877278295,489.449877435577,511.36656607692,471.011450468878,0.987180644239231,28.004093779607,28.9578800271107,26.5344133203334,0.967763653416655,14.6326131631687,15.0861727784234,13.9972445241696,0.940422146181356,33.2883554237509,34.619247326814,31.9177230059384
B73 X PHZ51,1.00750270277101,59.3686973036031,59.3789014366632,59.3508415250359,2022:North Platte,1,1.00656063938039,13.8768761949804,13.8934960884695,13.8759765786845,1.15383542118305,287.627415485419,291.526177795292,282.746103912627,0.906657422553257,129.688420460761,132.87431374013,126.440194263643,0.979933831432209,163.464415678608,171.294537161891,153.148608021666,0.986581455533022,2690.80456228809,2727.64845732977,2633.5412376448,NA,1.02925784426505,2614.42062821998,2760.50112363003,2514.88544791606,1.0333692284457,-72.32404635865,130.801418189086,-186.852430745896,1.04072744369866,15.6146015252596,15.6874483768563,15.4909817360113,1.12873848461291,4.0725351818207,4.1191369789408,3.97767612901858,1.0983449511252,16.7266532566246,17.1053910995719,16.2418720183234,0.939388088447658,2.65387547001903,2.66449953779194,2.6434638662881,1.12969192179035,20.1208133060384,21.5846567391075,18.2486592153776,0.999533804136035,142.172381426644,152.474189715175,128.623703818227,1.16305906403656,471.038724820241,499.460116081336,447.127916228878,0.875467844181458,28.443936518204,29.2897889918973,27.140570218607,1.08909064905116,15.195097586526,15.705519251999,14.4800737881107,1.11949289437314,33.9327604191203,35.5170744792557,32.3011386429114
B84 X 3IIH6,0.991081201216015,59.4947632582902,59.5048010720081,59.4771985148684,2022:North Platte,1,0.99545168148984,13.6439494981646,13.6603859653507,13.64305981053,0.99260100270339,286.541638846108,289.895596704426,282.342430993144,0.909582036425608,133.156348830815,136.352518877846,129.897644798122,0.870727273137571,164.869764378946,171.82727529324,155.703579088442,1.01541908197101,2701.87019906864,2739.79103557904,2642.93307612376,NA,0.978993183976522,2611.92796852865,2750.87450181494,2517.25367128976,0.987352232066274,-69.4530497404687,124.627028599357,-178.881367177187,1.01513784139184,16.1775273273709,16.2485830068668,16.0569471247726,0.976213408222658,4.14907984930502,4.18938440152512,4.06703898643102,0.926132040313222,16.0968250318229,16.4161793939232,15.6880541471628,0.958307928858234,2.6312313965761,2.64206943945604,2.62061009689157,0.992619306216502,19.9232120108341,21.2094381269241,18.2782181335149,0.963295095144932,133.509852607876,143.438162540368,120.4523905872,1.07703474413156,460.061259020699,486.380494914461,437.918985760906,1.00175135562068,27.77070482045,28.7385688805739,26.279331989147,0.962866947733643,14.4209591230564,14.8722238102697,13.788805332243,0.941674653307457,32.7178949877486,34.0505594475293,31.3454370845648
COMMERCIAL HYBRID 1,0.985020169520239,59.2884822098573,59.2984586365697,59.2710248849462,2022:North Platte,1,0.98985396154026,13.9443511902605,13.9606952303183,13.9434665056032,1.13996429429607,275.237386844989,279.089279189087,270.41475720461,1.07601056976767,118.759406695002,122.540388086077,114.904449316225,0.962284982525717,170.208252888436,177.897351961281,160.078235460228,1.01715455150955,2597.8082225559,2635.79387019483,2538.77036919992,NA,0.998274812999667,2552.82281741537,2694.50595352253,2456.28387524609,0.994912047966108,-44.0926320054696,151.473450633961,-154.358804370939,0.991199925197956,15.8595339352908,15.9289140542554,15.7417971286007,0.873429883144403,4.09750334752015,4.13356431537745,4.02410040030641,0.900017878144404,17.3686790350285,17.6790285563089,16.9714342705189,0.982124159145651,2.60420471917856,2.61531211319014,2.59331945494609,0.894709879891852,20.6539155261103,21.8132715920597,19.1711796321158,0.995909467362098,138.955803481005,149.22025713234,125.456253746293,0.949887410931877,484.653378507792,507.865545967616,465.125070128242,0.944246228795901,27.7796738544504,28.6919780740866,26.3739126705147,0.921242792119042,15.4974309647192,15.9291877525201,14.8926047998287,1.02427485723339,33.6292135297415,35.0787743674337,32.1363687155535
COMMERCIAL HYBRID 2,1.01625103144375,58.9890870794402,58.9993798168382,58.9710762559097,2022:North Platte,1,1.00915257474768,14.4845444909374,14.5012071813411,14.4836425580922,1.08357223253016,275.182335246498,278.84368113921,270.598272752402,1.07215355371347,118.167942916564,121.935371182478,114.326803833737,1.11471649617695,196.520917591118,205.428014483291,184.786246741173,1.00571146042559,2617.62537139451,2655.18367667415,2559.25169983112,NA,1.00337791032408,2549.76407094826,2692.17147939343,2452.73162978344,1.01122881886657,-60.7035924516728,138.069815873331,-172.778153685521,1.02089623915541,15.5827529070546,15.6542116518774,15.4614887098886,1.0275265818241,4.16306014673146,4.20548324646132,4.07670693063263,0.924246327915248,17.3313727047842,17.6500768243124,16.9234341251212,0.97926829269775,2.61131625917379,2.62239135458688,2.60046264762047,0.891139984879877,20.2436172581647,21.3983474900533,18.7667974846814,1.03389416475549,143.279434900345,153.935382134815,129.265002710526,1.00726973165369,500.951535702328,525.565940966863,480.243529980025,0.981538314844896,28.7278716539618,29.6762064410751,27.2665912998807,0.932741875188553,15.9942839632735,16.4314300004788,15.3819082724902,1.11634530902577,34.6872109305338,36.2670705061911,33.0601766499857
