location,plotNumber,qrCode,row,range,genotype,block,numberPrimaryEars,numberSecondaryEars,secondaryEarKernels,kernelColor,kernelStriping,earWidth,kernelFillLength,kernelRowNumber,kernelsPerRow,kernelsPerEar,shelledCobWidth,shelledCobMass,hundredKernelMass,kernelMassPerEar,notes,experiment,plantDensity,plantingDate,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,totalStandCount,flagLeafHeight,earHeight,flagLeafHt,earLength,anthesisDate,silkDate,plotLength,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD
Lincoln,1011,LINCOLN$SAM$REP1$PLOT1011$ROW13$RANGE2$UFMU-10417,13,2,UFMU-10417,1,6,0,0,yellow/black,FALSE,2.97433333333333,11.0275,13.3333333333333,21.5,271,1.93983333333333,8.46666666666667,12.15,32.3333333333333,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,147,70,NA,11.6908333333333,2022-07-19,2022-07-20,7.5,75,76,1,1340.865,1366.37,25.5050000000001
Lincoln,1012,LINCOLN$SAM$REP1$PLOT1012$ROW14$RANGE2$UFMU-02456,14,2,UFMU-02456,1,1,0,0,brown,FALSE,2.094,9.15,9,12,91,1.485,11.6,19.1208791208791,17.4,mold/fungus; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,165,75,NA,12.287,2022-07-21,2022-08-01,7.5,77,88,11,1391.03,1651.71,260.68
Lincoln,1013,LINCOLN$SAM$REP1$PLOT1013$ROW15$RANGE2$UFMU-08266,15,2,UFMU-08266,1,3,2,203,yellow/black,FALSE,3.65033333333333,11.765,15.3333333333333,15.6666666666667,218.666666666667,2.49933333333333,25.7666666666667,24.4333333333333,53.7333333333333,ak; ;ak; ;ak; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,139.5,55.5,NA,16.9376666666667,2022-07-20,2022-07-22,7.5,76,78,2,1366.37,1416.175,49.8049999999998
Lincoln,1014,LINCOLN$SAM$REP1$PLOT1014$ROW16$RANGE2$UFMU-01317,16,2,UFMU-01317,1,5,0,0,black,FALSE,2.172,9.007,11,16,32.4,1.2302,5.38,15.8,17.1,very bare; ;very bare; ;very bare; ;very bare; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,151.5,71.5,NA,8.789,2022-07-21,2022-07-26,7.5,77,82,5,1391.03,1518.555,127.525
Lincoln,1015,LINCOLN$SAM$REP1$PLOT1015$ROW17$RANGE2$W22 R1-R,17,2,W22 R1-R,1,6,0,0,black,FALSE,3.143,10.6425,13.1666666666667,18,185.333333333333,2.11533333333333,11.3,17.55,32.5166666666667,; ;; ;; ;; ;few kernels; ;few kernels; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,158.5,72,NA,12.2471666666667,2022-07-17,2022-07-20,7.5,73,76,3,1288.375,1366.37,77.9950000000001
Lincoln,1016,LINCOLN$SAM$REP1$PLOT1016$ROW18$RANGE2$UFMU-05052,18,2,UFMU-05052,1,6,0,0,yellow/black,FALSE,3.06716666666667,9.57216666666667,12.8333333333333,14.6666666666667,159.666666666667,2.06683333333333,11.1166666666667,18,29.8833333333333,ak; ;ak; ;ak; ;ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,138,62,NA,11.4035,2022-07-19,2022-07-20,7.5,75,76,1,1340.865,1366.37,25.5050000000001
Lincoln,1017,LINCOLN$SAM$REP1$PLOT1017$ROW19$RANGE2$UFMU-06466,19,2,UFMU-06466,1,5,1,16,yellow/black,FALSE,3.2406,11.1266,12.6,15,126.75,2.2586,16.46,22.125,28.61,ak/mold/uneven rows; ;ak ; ;ak/mold ; ;ak ; ;ak; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,152,61,NA,14.7602,2022-07-20,2022-07-22,7.5,76,78,2,1366.37,1416.175,49.8049999999998
Lincoln,1018,LINCOLN$SAM$REP1$PLOT1018$ROW20$RANGE2$UFMU-03304,20,2,UFMU-03304,1,6,0,0,black,FALSE,3.44616666666667,11.7708333333333,15.3333333333333,23,259.833333333333,2.1255,13.8083333333333,19.7916666666667,52.1416666666667,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,149.5,62.5,NA,13.12,2022-07-19,2022-07-20,7.5,75,76,1,1340.865,1366.37,25.5050000000001
Lincoln,1019,LINCOLN$SAM$REP1$PLOT1019$ROW21$RANGE2$PHW17,21,2,PHW17,1,6,0,0,orange/black,FALSE,3.33766666666667,12.9861666666667,13,25.6666666666667,267.333333333333,2.32466666666667,18.35,15.7333333333333,41.3166666666667,ak/ek; ;ak/ek; ;ak/ek; ;ak/ek; ;ak/ek; ;ak/ek; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,157,59,NA,14.9891666666667,2022-07-15,2022-07-17,7.5,71,73,2,1230.13,1288.375,58.2449999999999
Lincoln,1020,LINCOLN$SAM$REP1$PLOT1020$ROW22$RANGE2$MQ305,22,2,MQ305,1,6,0,0,orange,FALSE,4.032,13.3063333333333,15.1666666666667,28.8333333333333,416.833333333333,2.47133333333333,17.6333333333333,19.6666666666667,80.7666666666667,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,152,60.5,NA,15.4126666666667,2022-07-20,2022-07-13,7.5,76,69,-7,1366.37,1179.685,-186.685
Lincoln,1022,LINCOLN$SAM$REP1$PLOT1022$ROW24$RANGE2$PB80,24,2,PB80,1,6,0,0,yellow,FALSE,3.6425,8.91,17.3333333333333,18.8333333333333,254,2.32233333333333,9.3,16.3333333333333,39.6166666666667,ak eaten; ;ak eaten; ;ak eaten; ;ak eaten; ;ak eaten; ;ak eaten; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,174.5,87.5,NA,9.61616666666667,2022-07-19,2022-07-20,7.5,75,76,1,1340.865,1366.37,25.5050000000001
Lincoln,1023,LINCOLN$SAM$REP1$PLOT1023$ROW25$RANGE2$NC298,25,2,NC298,1,6,2,80,yellow,FALSE,2.0708,9.839,9.6,16.6,104.833333333333,1.4015,8.58333333333333,20.825,23.96,bare; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,169.5,100,NA,11.401,2022-07-27,2022-07-28,7.5,83,84,1,1543.06,1570.31,27.25
Lincoln,1025,LINCOLN$SAM$REP1$PLOT1025$ROW27$RANGE2$B103,27,2,B103,1,6,0,0,yellow,FALSE,3.91733333333333,18.0323333333333,14.5,33.3333333333333,532.333333333333,2.40716666666667,15.87,15.0333333333333,80.7633333333333,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,158.5,60,NA,17.941,2022-07-08,2022-07-08,7.5,64,64,0,1050.285,1050.285,0
Lincoln,1026,LINCOLN$SAM$REP1$PLOT1026$ROW28$RANGE2$NS701,28,2,NS701,1,6,0,0,yellow,FALSE,3.587,12.1596666666667,14.6666666666667,25.1666666666667,340,2.44383333333333,7.63333333333333,14.4833333333333,49.6166666666667,ak/ popped kernels; ;ek/ popped kernels; ;popped kernels; ;popped kernels; ;popped kernels; ;popped kernels; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,168.5,105,NA,12.2721666666667,2022-07-19,2022-07-19,7.5,75,75,0,1340.865,1340.865,0
Lincoln,1027,LINCOLN$SAM$REP1$PLOT1027$ROW29$RANGE2$B164,29,2,B164,1,6,0,0,yellow,FALSE,3.45966666666667,11.3865,14.8333333333333,22.1666666666667,269,2.12516666666667,10.85,17.1333333333333,46.4666666666667,ak eaten; ;ak eaten; ;ak eaten; ;ak eaten; ;ak eaten; ;ak eaten; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,184,80.5,NA,13.5983333333333,2022-07-15,2022-07-20,7.5,71,76,5,1230.13,1366.37,136.24
Lincoln,1028,LINCOLN$SAM$REP1$PLOT1028$ROW30$RANGE2$B14A,30,2,B14A,1,6,0,0,yellow,FALSE,2.891,9.93,11.5,15,162.5,2.115,10.9,17.9425,30.45,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,165,69.5,NA,13.4996666666667,2022-07-18,2022-07-21,7.5,74,77,3,1315.8,1391.03,75.23
Lincoln,1029,LINCOLN$SAM$REP1$PLOT1029$ROW31$RANGE2$HY,31,2,HY,1,3,0,0,yellow,FALSE,3.44733333333333,7.33266666666667,13,10.3333333333333,119.666666666667,2.52133333333333,11.5666666666667,24.35,28.7333333333333,uneven rows; ;fungus uneven rows; ;uneven rows; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,NA,NA,NA,9.717,2022-07-21,2022-08-01,7.5,77,88,11,1391.03,1651.71,260.68
Lincoln,1030,LINCOLN$SAM$REP1$PLOT1030$ROW32$RANGE2$TZI10,32,2,TZI10,1,0,0,0,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,na; ;na; ;na; ;na; ;na; ;na; ;No flowers on 8/12,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA
Lincoln,1031,LINCOLN$SAM$REP1$PLOT1031$ROW33$RANGE2$H84,33,2,H84,1,4,0,0,yellow,FALSE,3.43075,10.7735,12.25,15.75,169.5,2.0985,15.525,26.15,44.675,uneven rows; ;; ;eaten  ; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,146.5,51.5,NA,11.63325,2022-07-18,2022-07-21,7.5,74,77,3,1315.8,1391.03,75.23
Lincoln,1032,LINCOLN$SAM$REP1$PLOT1032$ROW34$RANGE2$NC344,34,2,NC344,1,6,0,0,yellow,FALSE,2.6236,6.9214,11,15,109.8,1.749,6.39,16.8,16.44,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,NA,NA,NA,8.4768,2022-07-29,2022-08-01,7.5,85,88,3,1590.56,1651.71,61.1499999999999
Lincoln,1033,LINCOLN$SAM$REP1$PLOT1033$ROW35$RANGE2$POP-N-EAT,35,2,POP-N-EAT,1,6,0,0,white,FALSE,2.7285,9.19033333333333,12.5,21.5,188.666666666667,1.82766666666667,7.06666666666667,13.93,26.6166666666667,ak/uneven rows; ;ak/mold; ;ak; ;ak/eaten; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,166,87.5,NA,10.2531666666667,2022-07-11,2022-07-11,7.5,67,67,0,1131.175,1131.175,0
Lincoln,1034,LINCOLN$SAM$REP1$PLOT1034$ROW36$RANGE2$MOG,36,2,MOG,1,6,0,0,yellow,FALSE,3.29183333333333,14.1455,10.8333333333333,24.8333333333333,259.666666666667,1.8655,10.3833333333333,21.8333333333333,55.5833333333333,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,NA,NA,NA,16.2441666666667,2022-07-22,2022-08-01,7.5,78,88,10,1416.175,1651.71,235.535
Lincoln,1037,LINCOLN$SAM$REP1$PLOT1037$ROW39$RANGE2$NC326,39,2,NC326,1,5,0,0,yellow,FALSE,3.528,10.1574,17.2,20,321.4,2.3232,9.6,12.64,41.66,popped kernels; ;popped kernels; ;popped kernels; ;popped kernels; ;popped kernels/ ak; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,NA,NA,NA,11.3704,2022-07-19,2022-07-28,7.5,75,84,9,1340.865,1570.31,229.445
Lincoln,1038,LINCOLN$SAM$REP1$PLOT1038$ROW40$RANGE2$4722,40,2,4722,1,5,0,0,orange,FALSE,2.521,10.36,12.4,20,168.2,1.9264,10.1,8.3,15.14,small kernels; ;small kernels; ;small kernels; ;small kernels; ;small kernels/ fungus; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,NA,NA,NA,11.881,2022-07-22,2022-07-29,7.5,78,85,7,1416.175,1590.56,174.385
Lincoln,1039,LINCOLN$SAM$REP1$PLOT1039$ROW41$RANGE2$SA24,41,2,SA24,1,6,0,0,orange,FALSE,2.51433333333333,10.4271666666667,13.1666666666667,18.6666666666667,189.166666666667,1.624,7.53333333333333,11.3166666666667,23.2,ak/ fungus; ;fungus; ;; ;; ;fungus/ mold; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,NA,NA,NA,12.209,2022-07-26,2022-07-29,7.5,82,85,3,1518.555,1590.56,72.0050000000001
Lincoln,1040,LINCOLN$SAM$REP1$PLOT1040$ROW42$RANGE2$OQ403,42,2,OQ403,1,6,0,0,orange,FALSE,2.5,11.9166666666667,12.6666666666667,24.1666666666667,269.166666666667,2,10.4616666666667,18.2983333333333,49.8266666666667,ak; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,136,61.5,NA,13,2022-07-10,2022-07-11,7.5,66,67,1,1104.005,1131.175,27.1699999999998
Lincoln,1041,LINCOLN$SAM$REP1$PLOT1041$ROW43$RANGE2$E8501,43,2,E8501,1,6,0,0,yellow,FALSE,3.616,10.8015,12.1666666666667,22.8333333333333,268.666666666667,2.3272,16.4833333333333,21.0666666666667,54.2666666666667,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,143,42,NA,13.7691666666667,2022-07-17,2022-07-21,7.5,73,77,4,1288.375,1391.03,102.655
Lincoln,1042,LINCOLN$SAM$REP1$PLOT1042$ROW44$RANGE2$NC342,44,2,NC342,1,6,0,0,yellow,FALSE,3.133,9.97716666666667,12.5,13.3333333333333,176.166666666667,2.21633333333333,12.35,17.38,30.1166666666667,ak eaten; ;ak; ;ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,NA,NA,NA,12.2715,2022-07-22,2022-07-26,7.5,78,82,4,1416.175,1518.555,102.38
Lincoln,1043,LINCOLN$SAM$REP1$PLOT1043$ROW45$RANGE2$W64A,45,2,W64A,1,6,0,0,yellow,FALSE,3.78883333333333,11.2635,15.5,24.5,297.333333333333,2.67216666666667,16.2833333333333,15.2333333333333,46.2,ak; ;ak/even rows; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,126,65,NA,11.731,2022-07-15,2022-07-17,7.5,71,73,2,1230.13,1288.375,58.2449999999999
Lincoln,1044,LINCOLN$SAM$REP1$PLOT1044$ROW46$RANGE2$N7A,46,2,N7A,1,6,0,0,yellow,FALSE,NA,NA,NA,NA,21.1666666666667,1.89916666666667,10.0833333333333,NA,NA,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,137,67,NA,11.3038333333333,2022-07-22,2022-07-25,7.5,78,81,3,1416.175,1499.775,83.6000000000001
Lincoln,1047,LINCOLN$SAM$REP1$PLOT1047$ROW49$RANGE2$LH60,49,2,LH60,1,2,0,0,yellow,FALSE,2.1895,3.8975,9,5,24.5,1.62,4,19.5918367346939,4.8,ak uneven rows; ;ak uneven rows; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,NA,NA,NA,6.95,2022-07-21,2022-07-30,7.5,77,86,9,1391.03,1608.06,217.03
Lincoln,1049,LINCOLN$SAM$REP1$PLOT1049$ROW51$RANGE2$A632,51,2,A632,1,1,0,NA,yellow,FALSE,2.413,5.39,10,12,91,1.524,2,14.0659340659341,12.8,ak; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,142.5,71.5,NA,6.852,2022-07-17,2022-07-21,7.5,73,77,4,1288.375,1391.03,102.655
Lincoln,1051,LINCOLN$SAM$REP1$PLOT1051$ROW53$RANGE2$A682,53,2,A682,1,6,0,0,yellow,FALSE,2.818,9.4945,11,20.5,118.833333333333,1.52266666666667,4.16666666666667,16.4666666666667,22.5083333333333,ak; ;ak/uneven rows; ;ak/uneven rows; ;ak; ;ak/eaten; ;ak/mold; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,152.5,64,NA,10.6045,2022-07-12,2022-07-15,7.5,68,71,3,1157.565,1230.13,72.5650000000001
Lincoln,1052,LINCOLN$SAM$REP1$PLOT1052$ROW54$RANGE2$2FACC,54,2,2FACC,1,6,0,0,yellow,FALSE,3.389,6.94366666666667,13.8333333333333,14,136,2.13766666666667,5.4,17.7,26.0166666666667,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,164.5,79,NA,6.94366666666667,2022-07-13,2022-07-13,7.5,69,69,0,1179.685,1179.685,0
Lincoln,1056,LINCOLN$SAM$REP1$PLOT1056$ROW3$RANGE3$PHZ51,3,3,PHZ51,1,6,0,0,yellow,FALSE,2.75266666666667,3.683,7,6,16.5,1.212,1.78333333333333,20.8080808080808,3.43333333333333,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,165,79,NA,6.81483333333333,2022-07-22,2022-07-29,7.5,78,85,7,1416.175,1590.56,174.385
Lincoln,1057,LINCOLN$SAM$REP1$PLOT1057$ROW4$RANGE3$B73,4,3,B73,1,5,0,NA,yellow,FALSE,2.94,5.527,12,7.5,28.8,1.3046,1.66,15.8333333333333,4.56,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,171,96.5,NA,7.1708,2022-07-19,2022-07-22,7.5,75,78,3,1340.865,1416.175,75.3099999999999
Lincoln,1058,LINCOLN$SAM$REP1$PLOT1058$ROW5$RANGE3$NC366,5,3,NC366,1,6,0,0,orange,FALSE,2.4162,6.0418,9.8,10.4,48.8333333333333,2.52433333333333,3.74166666666667,26.9897610921502,13.18,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,155,83,NA,7.1835,2022-07-31,2022-08-04,7.5,87,91,4,1627.91,1738.26,110.35
Lincoln,1059,LINCOLN$SAM$REP1$PLOT1059$ROW6$RANGE3$PHW65,6,3,PHW65,1,6,0,0,yellow/black,FALSE,3.67766666666667,11.5341666666667,17,21.6666666666667,305.666666666667,2.271,16.4,18.4833333333333,57.8833333333333,ak; ;ak; ;ak; ;ak/ mold; ;ak; ;ak/ mold; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,151.5,68.5,NA,14.3301666666667,2022-07-19,2022-07-19,7.5,75,75,0,1340.865,1340.865,0
Lincoln,1060,LINCOLN$SAM$REP1$PLOT1060$ROW7$RANGE3$F118,7,3,F118,1,3,0,0,yellow,FALSE,2.74566666666667,4.92333333333333,10,8,66,1.67266666666667,4.2,30.3,20.6,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,165.5,84.5,NA,5.986,2022-07-21,2022-07-26,7.5,77,82,5,1391.03,1518.555,127.525
Lincoln,1061,LINCOLN$SAM$REP1$PLOT1061$ROW8$RANGE3$B46,8,3,B46,1,4,0,0,yellow,FALSE,1.912,7.566,10,12,39,1.282,6.975,34.6153846153846,13.5,very bare and mold/fungus; ;very bare; ;very bare and mold/fungus; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,155.5,50,NA,12.72825,2022-07-18,2022-07-26,7.5,74,82,8,1315.8,1518.555,202.755
Lincoln,1063,LINCOLN$SAM$REP1$PLOT1063$ROW10$RANGE3$NC234,10,3,NC234,1,1,0,0,yellow,FALSE,NA,NA,NA,NA,17,1.539,2.3,NA,NA,; ;; ;; ;; ;; ;; ;No flowers by 8/12,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,139.5,69,NA,6.995,2022-07-20,NA,7.5,76,NA,NA,1366.37,NA,NA
Lincoln,1064,LINCOLN$SAM$REP1$PLOT1064$ROW11$RANGE3$NQ508,11,3,NQ508,1,6,0,0,yellow,FALSE,2.5575,8.122,12.1666666666667,18.5,159.666666666667,1.48883333333333,7.81666666666667,16.46,26.7833333333333,mold/fungus and green kernels; ;green kernels; ;green kernels; ;green kernels; ;green kernels; ;green kernels; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,160.5,87.5,NA,9.27066666666667,2022-07-15,2022-07-17,7.5,71,73,2,1230.13,1288.375,58.2449999999999
Lincoln,1065,LINCOLN$SAM$REP1$PLOT1065$ROW12$RANGE3$B73,12,3,B73,1,1,1,5,yellow/black,FALSE,4.043,12.189,16,21,361,2.899,16.8,16,57.2,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,145,86,NA,12.187,2022-07-17,2022-08-01,7.5,73,88,15,1288.375,1651.71,363.335
Lincoln,1066,LINCOLN$SAM$REP1$PLOT1066$ROW13$RANGE3$B76,13,3,B76,1,6,0,0,yellow/black,FALSE,2.68483333333333,6.3384,8.66666666666667,9,73.5,1.81916666666667,5.45,20.5,15.3,ak; ;ak; ;ak eaten; ;ak; ;ak eaten; ;ak eaten might be secondary; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,143,67.5,NA,9.278,2022-07-15,2022-07-20,7.5,71,76,5,1230.13,1366.37,136.24
