mv$hYBRID-hips$rEP2$pLOT9$rOW23$rANGE26$phk76 X w606s,Missouri Valley,High,Rainfed,2,23,26,9,PHK76XW606S,66.80,9.23,3.93,1.60,1.22,0.06
mv$hYBRID-hips$rEP1$pLOT69$rOW23$rANGE19$php02 X lh82,Missouri Valley,High,Rainfed,1,23,19,69,PHP02XLH82,68.60,8.50,3.66,1.09,0.97,0.05
mv$hYBRID-hips$rEP1$pLOT76$rOW29$rANGE20$n209 X 3iih6,Missouri Valley,High,Rainfed,1,29,20,76,N209X3IIH6,69.95,7.35,3.67,0.85,1.06,0.05
mv$hYBRID-hips$rEP2$pLOT8$rOW29$rANGE25$phk76 X 3iih6,Missouri Valley,High,Rainfed,2,29,25,8,PHK76X3IIH6,72.29,6.54,3.99,0.42,0.80,0.06
mv$hYBRID-hips$rEP1$pLOT78$rOW25$rANGE21$phk56 X 3iih6,Missouri Valley,High,Rainfed,1,25,21,78,PHK56X3IIH6,68.55,7.82,4.07,1.02,1.12,0.05
mv$hYBRID-hips$rEP1$pLOT68$rOW29$rANGE18$b14a X mO17,Missouri Valley,High,Rainfed,1,29,18,68,B14AXMO17,71.76,8.01,4.34,0.41,0.94,0.05
mv$hYBRID-hips$rEP2$pLOT11$rOW27$rANGE26$sOLAR 4,Missouri Valley,High,Rainfed,2,27,26,11,SOLAR4,69.80,6.74,3.85,0.78,1.03,0.05
mv$hYBRID-hips$rEP1$pLOT71$rOW27$rANGE19$sOLAR 1,Missouri Valley,High,Rainfed,1,27,19,71,SOLAR1,69.42,8.13,4.17,1.32,1.35,0.05
mv$hYBRID-hips$rEP1$pLOT80$rOW29$rANGE21$2369 X php02,Missouri Valley,High,Rainfed,1,29,21,80,2369XPHP02,70.58,8.38,4.69,0.99,0.92,0.05
mv$hYBRID-hips$rEP2$pLOT1$rOW23$rANGE24$php02 X phn46,Missouri Valley,High,Rainfed,2,23,24,1,PHP02XPHN46,67.94,7.83,4.13,1.08,1.10,0.05
MV$Hybrid-HIPS$Rep1$Plot74$Row25$Range20$PHT69 x 3IIH6,Missouri Valley,High,Rainfed,1,25,20,74,PHT69X3IIH6,68.33,9.00,4.09,0.85,1.09,0.05
MV$Hybrid-HIPS$Rep2$Plot40$Row29$Range33$4N506 x 3IIH6,Missouri Valley,High,Rainfed,2,29,33,40,4N506X3IIH6,70.34,8.28,3.30,1.06,0.93,0.05
MV$Hybrid-HIPS$Rep2$Plot20$Row29$Range28$PHK56 x W606S,Missouri Valley,High,Rainfed,2,29,28,20,PHK56XW606S,69.82,7.63,3.85,0.68,1.06,0.05
MV$Hybrid-HIPS$Rep1$Plot75$Row27$Range20$B37 x OH43,Missouri Valley,High,Rainfed,1,27,20,75,B37XOH43,70.89,9.78,3.96,0.98,0.89,0.05
MV$Hybrid-HIPS$Rep2$Plot25$Row23$Range30$B105 x 3IIH6,Missouri Valley,High,Rainfed,2,23,30,25,B105X3IIH6,68.49,8.09,3.78,1.13,1.13,0.05
mv$hYBRID-hips$rEP2$pLOT31$rOW27$rANGE31$2369 X phz51,Missouri Valley,High,Rainfed,2,27,31,31,2369XPHZ51,68.23,8.87,3.60,1.11,1.16,0.05
mv$hYBRID-hips$rEP1$pLOT79$rOW27$rANGE21$lh198 X phb47,Missouri Valley,High,Rainfed,1,27,21,79,LH198XPHB47,70.26,8.93,4.50,1.83,1.38,0.05
mv$hYBRID-hips$rEP2$pLOT27$rOW27$rANGE30$lh82 X phb47,Missouri Valley,High,Rainfed,2,27,30,27,LH82XPHB47,69.06,8.08,4.30,0.32,1.13,0.05
mv$hYBRID-hips$rEP2$pLOT14$rOW25$rANGE27$php02 X lh82,Missouri Valley,High,Rainfed,2,25,27,14,PHP02XLH82,69.31,8.25,3.33,0.84,1.02,0.05
mv$hYBRID-hips$rEP1$pLOT53$rOW23$rANGE15$phk76 X lh145,Missouri Valley,High,Rainfed,1,23,15,53,PHK76XLH145,68.68,8.52,4.18,0.91,1.18,0.05
mv$hYBRID-hips$rEP2$pLOT16$rOW29$rANGE27$lh195 X lh123ht,Missouri Valley,High,Rainfed,2,29,27,16,LH195XLH123HT,70.95,8.73,4.01,1.01,0.84,0.05
mv$hYBRID-hips$rEP2$pLOT18$rOW25$rANGE28$phb47 X phk56,Missouri Valley,High,Rainfed,2,25,28,18,PHB47XPHK56,68.06,8.65,4.18,1.26,1.12,0.05
mv$hYBRID-hips$rEP1$pLOT51$rOW27$rANGE14$sOLAR 3,Missouri Valley,High,Rainfed,1,27,14,51,SOLAR3,69.41,7.89,3.72,0.89,1.07,0.05
mv$hYBRID-hips$rEP2$pLOT23$rOW27$rANGE29$pht69 X 3iih6,Missouri Valley,High,Rainfed,2,27,29,23,PHT69X3IIH6,68.46,8.37,3.78,1.60,1.03,0.05
mv$hYBRID-hips$rEP2$pLOT32$rOW29$rANGE31$COMMERCIAL HYBRID 2,Missouri Valley,High,Rainfed,2,29,31,32,COMMERCIALHYBRID2,69.42,7.80,3.80,1.00,0.88,0.05
mv$hYBRID-hips$rEP1$pLOT48$rOW29$rANGE13$lh195 X lh123ht,Missouri Valley,High,Rainfed,1,29,13,48,LH195XLH123HT,66.62,9.77,3.91,1.52,1.22,0.05
mv$hYBRID-hips$rEP2$pLOT21$rOW23$rANGE29$COMMERCIAL HYBRID 5,Missouri Valley,High,Rainfed,2,23,29,21,COMMERCIALHYBRID5,69.21,7.08,3.90,0.97,0.94,0.05
mv$hYBRID-hips$rEP2$pLOT22$rOW25$rANGE29$b73 X phn82,Missouri Valley,High,Rainfed,2,25,29,22,B73XPHN82,67.33,8.34,4.23,1.39,1.17,0.05
mv$hYBRID-hips$rEP2$pLOT15$rOW27$rANGE27$2369 X phn82,Missouri Valley,High,Rainfed,2,27,27,15,2369XPHN82,68.44,8.00,3.48,1.22,0.99,0.05
mv$hYBRID-hips$rEP1$pLOT87$rOW27$rANGE23$php02 X lh198,Missouri Valley,High,Rainfed,1,27,23,87,PHP02XLH198,69.98,7.52,4.53,0.97,1.26,0.06
mv$hYBRID-hips$rEP2$pLOT24$rOW29$rANGE29$f42 X oh43,Missouri Valley,High,Rainfed,2,29,29,24,F42XOH43,73.30,6.31,4.27,0.32,0.82,0.05
MV$Hybrid-HIPS$Rep1$Plot88$Row29$Range23$PHJ40 x LH82,Missouri Valley,High,Rainfed,1,29,23,88,PHJ40XLH82,68.72,8.15,3.52,1.16,1.08,0.06
MV$Hybrid-HIPS$Rep1$Plot47$Row27$Range13$B105 x 3IIH6,Missouri Valley,High,Rainfed,1,27,13,47,B105X3IIH6,71.83,9.25,3.53,1.55,1.11,0.06
MV$Hybrid-HIPS$Rep2$Plot2$Row25$Range24$PHW52 x PHZ51,Missouri Valley,High,Rainfed,2,25,24,2,PHW52XPHZ51,68.09,8.32,3.99,1.25,1.21,0.06
MV$Hybrid-HIPS$Rep2$Plot7$Row27$Range25$B73 x PHZ51,Missouri Valley,High,Rainfed,2,27,25,7,B73XPHZ51,69.08,7.81,4.13,0.72,1.05,0.06
MV$Hybrid-HIPS$Rep1$Plot86$Row25$Range23$PHP02 x PHJ89,Missouri Valley,High,Rainfed,1,25,23,86,PHP02XPHJ89,68.93,7.47,4.25,0.96,1.06,0.06
MV$Hybrid-HIPS$Rep1$Plot45$Row23$Range13$commercial hybrid 4,Missouri Valley,High,Rainfed,1,23,13,45,COMMERCIALHYBRID4,68.16,9.08,3.86,1.40,1.12,0.05
MV$Hybrid-HIPS$Rep1$Plot85$Row23$Range23$commercial hybrid 2,Missouri Valley,High,Rainfed,1,23,23,85,COMMERCIALHYBRID2,72.42,7.25,3.72,1.58,1.30,0.06
MV$Hybrid-HIPS$Rep2$Plot6$Row25$Range25$B37 x Mo17,Missouri Valley,High,Rainfed,2,25,25,6,B37XMO17,72.36,8.44,3.93,1.42,1.18,0.06
MV$Hybrid-HIPS$Rep1$Plot58$Row25$Range16$LH195 x PHM49,Missouri Valley,High,Rainfed,1,25,16,58,LH195XPHM49,70.50,9.64,4.49,0.95,1.10,0.05
MV$Hybrid-HIPS$Rep1$Plot43$Row27$Range12$LH145 x LH162,Missouri Valley,High,Rainfed,1,27,12,43,LH145XLH162,67.37,9.59,4.43,1.06,1.17,0.05
MV$Hybrid-HIPS$Rep2$Plot12$Row29$Range26$PHK76 x LH198,Missouri Valley,High,Rainfed,2,29,26,12,PHK76XLH198,70.97,7.55,3.91,0.43,0.97,0.05
MV$Hybrid-HIPS$Rep2$Plot4$Row29$Range24$PHG39 x PHM49,Missouri Valley,High,Rainfed,2,29,24,4,PHG39XPHM49,69.29,6.95,3.94,1.30,1.18,0.05
MV$Hybrid-HIPS$Rep1$Plot81$Row23$Range22$PHK56 x PHJ89,Missouri Valley,High,Rainfed,1,23,22,81,PHK56XPHJ89,67.53,8.35,4.40,0.98,1.19,0.05
MV$Hybrid-HIPS$Rep2$Plot5$Row23$Range25$LH198 x PHB47,Missouri Valley,High,Rainfed,2,23,25,5,LH198XPHB47,66.72,10.44,4.26,1.32,1.13,0.05
MV$Hybrid-HIPS$Rep1$Plot13$Row23$Range5$PHK76 x LH82,Missouri Valley,High,Rainfed,1,23,5,13,PHK76XLH82,68.59,9.93,3.93,1.19,1.16,0.05
MV$Hybrid-HIPS$Rep1$Plot37$Row23$Range11$PHP02 x LH185,Missouri Valley,High,Rainfed,1,23,11,37,PHP02XLH185,70.05,9.34,3.86,0.80,1.18,0.06
MV$Hybrid-HIPS$Rep2$Plot85$Row23$Range45$B84 x 3IIH6,Missouri Valley,High,Rainfed,2,23,45,85,B84X3IIH6,72.19,7.23,3.74,1.39,1.19,0.05
MV$Hybrid-HIPS$Rep2$Plot52$Row29$Range36$PHP02 x W606S,Missouri Valley,High,Rainfed,2,29,36,52,PHP02XW606S,70.04,7.01,3.97,0.66,1.07,0.05
MV$Hybrid-HIPS$Rep2$Plot79$Row27$Range43$N209 x 3IIH6,Missouri Valley,High,Rainfed,2,27,43,79,N209X3IIH6,68.46,11.56,5.03,1.11,1.11,0.05
MV$Hybrid-HIPS$Rep2$Plot84$Row29$Range44$LH185 x LH82,Missouri Valley,High,Rainfed,2,29,44,84,LH185XLH82,68.50,7.28,4.10,1.05,1.19,0.05
MV$Hybrid-HIPS$Rep1$Plot64$Row29$Range17$PHW52 x PHZ51,Missouri Valley,High,Rainfed,1,29,17,64,PHW52XPHZ51,69.58,7.05,3.99,0.82,1.13,0.05
MV$Hybrid-HIPS$Rep2$Plot82$Row25$Range44$F42 x Mo17,Missouri Valley,High,Rainfed,2,25,44,82,F42XMO17,70.01,9.37,4.08,0.94,0.92,0.06
MV$Hybrid-HIPS$Rep2$Plot87$Row27$Range45$PHW52 x LH185,Missouri Valley,High,Rainfed,2,27,45,87,PHW52XLH185,67.18,9.01,4.15,1.48,1.24,0.05
MV$Hybrid-HIPS$Rep2$Plot74$Row25$Range42$PHK76 x LH82,Missouri Valley,High,Rainfed,2,25,42,74,PHK76XLH82,70.51,8.41,4.20,1.40,1.36,0.05
MV$Hybrid-HIPS$Rep2$Plot38$Row25$Range33$commercial hybrid 3,Missouri Valley,High,Rainfed,2,25,33,38,COMMERCIALHYBRID3,69.57,9.23,4.81,0.72,0.89,0.05
MV$Hybrid-HIPS$Rep1$Plot67$Row27$Range18$PHG39 x PHN82,Missouri Valley,High,Rainfed,1,27,18,67,PHG39XPHN82,72.31,8.40,4.05,1.78,1.36,0.05
MV$Hybrid-HIPS$Rep2$Plot83$Row27$Range44$B37 x OH43,Missouri Valley,High,Rainfed,2,27,44,83,B37XOH43,69.72,9.37,3.64,1.74,0.79,0.05
MV$Hybrid-HIPS$Rep2$Plot51$Row27$Range36$,Missouri Valley,High,Rainfed,2,27,36,51,,68.62,8.83,3.64,1.21,1.18,0.05
MV$Hybrid-HIPS$Rep2$Plot81$Row23$Range44$PHP02 x PHG47,Missouri Valley,High,Rainfed,2,23,44,81,PHP02XPHG47,68.05,9.21,3.93,1.21,1.00,0.05
MV$Hybrid-HIPS$Rep2$Plot39$Row27$Range33$B73 x 3IIH6,Missouri Valley,High,Rainfed,2,27,33,39,B73X3IIH6,69.36,10.16,4.16,1.15,0.94,0.05
MV$Hybrid-HIPS$Rep1$Plot10$Row25$Range4$LH195 x LH185,Missouri Valley,High,Rainfed,1,25,4,10,LH195XLH185,67.03,11.01,3.98,1.29,1.06,0.05
MV$Hybrid-HIPS$Rep2$Plot37$Row23$Range33$LH82 x W606S,Missouri Valley,High,Rainfed,2,23,33,37,LH82XW606S,71.04,8.10,4.19,1.21,1.18,0.05
MV$Hybrid-HIPS$Rep2$Plot36$Row29$Range32$PHB47 x 3IIH6,Missouri Valley,High,Rainfed,2,29,32,36,PHB47X3IIH6,68.44,8.71,3.85,0.93,0.89,0.05
MV$Hybrid-HIPS$Rep2$Plot70$Row25$Range41$PHP02 x LH198,Missouri Valley,High,Rainfed,2,25,41,70,PHP02XLH198,69.70,8.49,3.84,1.55,1.31,0.05
MV$Hybrid-HIPS$Rep2$Plot61$Row23$Range39$PHW52 x PHN82,Missouri Valley,High,Rainfed,2,23,39,61,PHW52XPHN82,71.88,8.22,4.05,1.26,1.27,0.06
MV$Hybrid-HIPS$Rep1$Plot42$Row25$Range12$LH195 x 3IIH6,Missouri Valley,High,Rainfed,1,25,12,42,LH195X3IIH6,67.45,9.09,4.37,0.96,1.07,0.06
MV$Hybrid-HIPS$Rep2$Plot69$Row23$Range41$LH74 x PHM49,Missouri Valley,High,Rainfed,2,23,41,69,LH74XPHM49,66.57,10.65,4.14,1.13,1.27,0.05
MV$Hybrid-HIPS$Rep2$Plot72$Row29$Range41$LH198 x PHZ51,Missouri Valley,High,Rainfed,2,29,41,72,LH198XPHZ51,72.81,6.44,4.21,1.29,1.25,0.06
MV$Hybrid-HIPS$Rep1$Plot41$Row23$Range12$commercial hybrid 5,Missouri Valley,High,Rainfed,1,23,12,41,COMMERCIALHYBRID5,69.21,8.28,4.02,0.97,1.18,0.05
MV$Hybrid-HIPS$Rep1$Plot23$Row27$Range7$PHB47 x LH185,Missouri Valley,High,Rainfed,1,27,7,23,PHB47XLH185,71.58,10.04,3.92,1.43,1.41,0.05
MV$Hybrid-HIPS$Rep1$Plot39$Row27$Range11$LH123HT x 3IIH6,Missouri Valley,High,Rainfed,1,27,11,39,LH123HTX3IIH6,64.90,9.08,4.75,1.95,1.57,0.06
MV$Hybrid-HIPS$Rep1$Plot25$Row23$Range8$PHP02 x PHG47,Missouri Valley,High,Rainfed,1,23,8,25,PHP02XPHG47,69.96,9.31,4.46,1.29,1.37,0.05
MV$Hybrid-HIPS$Rep1$Plot30$Row25$Range9$WF9 x H95,Missouri Valley,High,Rainfed,1,25,9,30,WF9XH95,66.09,11.27,4.04,1.71,1.15,0.06
MV$Hybrid-HIPS$Rep2$Plot49$Row23$Range36$PHN46 x PHK56,Missouri Valley,High,Rainfed,2,23,36,49,PHN46XPHK56,67.89,8.17,4.28,0.73,1.07,0.05
MV$Hybrid-HIPS$Rep2$Plot35$Row27$Range32$WF9 x H95,Missouri Valley,High,Rainfed,2,27,32,35,WF9XH95,71.20,9.38,4.41,0.48,1.01,0.05
MV$Hybrid-HIPS$Rep2$Plot42$Row25$Range34$PHK56 x PHJ89,Missouri Valley,High,Rainfed,2,25,34,42,PHK56XPHJ89,68.21,8.14,4.35,1.06,1.29,0.05
MV$Hybrid-HIPS$Rep2$Plot41$Row23$Range34$commercial hybrid 1,Missouri Valley,High,Rainfed,2,23,34,41,COMMERCIALHYBRID1,71.82,7.94,3.89,1.90,1.34,0.05
MV$Hybrid-HIPS$Rep2$Plot44$Row29$Range34$LH123HT x PHB47,Missouri Valley,High,Rainfed,2,29,34,44,LH123HTXPHB47,69.59,7.80,4.19,0.54,0.99,0.05
MV$Hybrid-HIPS$Rep2$Plot34$Row25$Range32$PHN46 x PHB47,Missouri Valley,High,Rainfed,2,25,32,34,PHN46XPHB47,68.50,8.42,4.14,1.18,1.05,0.05
MV$Hybrid-HIPS$Rep2$Plot86$Row25$Range45$LH195 x LH185,Missouri Valley,High,Rainfed,2,25,45,86,LH195XLH185,66.88,9.77,4.43,1.18,1.23,0.05
MV$Hybrid-HIPS$Rep2$Plot80$Row29$Range43$B37 x H95,Missouri Valley,High,Rainfed,2,29,43,80,B37XH95,68.53,8.06,3.71,1.32,1.14,0.05
MV$Hybrid-HIPS$Rep1$Plot28$Row29$Range8$PHB47 x 3IIH6,Missouri Valley,High,Rainfed,1,29,8,28,PHB47X3IIH6,68.84,8.31,4.09,0.89,1.04,0.05
MV$Hybrid-HIPS$Rep1$Plot22$Row25$Range7$PHK56 x LH198,Missouri Valley,High,Rainfed,1,25,7,22,PHK56XLH198,68.55,8.77,3.81,1.14,1.18,0.05
MV$Hybrid-HIPS$Rep2$Plot48$Row29$Range35$PHP02 x LH185,Missouri Valley,High,Rainfed,2,29,35,48,PHP02XLH185,71.42,8.81,4.72,0.90,1.04,0.05
MV$Hybrid-HIPS$Rep2$Plot50$Row25$Range36$,Missouri Valley,High,Rainfed,2,25,36,50,,66.82,8.43,4.69,1.29,1.31,0.05
MV$Hybrid-HIPS$Rep1$Plot38$Row25$Range11$B37 x H95,Missouri Valley,High,Rainfed,1,25,11,38,B37XH95,69.13,9.49,3.82,1.36,1.18,0.05
MV$Hybrid-HIPS$Rep2$Plot59$Row27$Range38$,Missouri Valley,High,Rainfed,2,27,38,59,,72.35,6.75,3.96,1.62,1.24,0.06
MV$Hybrid-HIPS$Rep2$Plot73$Row23$Range42$B14A x Mo17,Missouri Valley,High,Rainfed,2,23,42,73,B14AXMO17,69.10,8.10,4.19,0.43,1.02,0.05
MV$Hybrid-HIPS$Rep1$Plot44$Row29$Range12$F42 x OH43,Missouri Valley,High,Rainfed,1,29,12,44,F42XOH43,69.03,11.03,4.26,1.43,0.91,0.05
MV$Hybrid-HIPS$Rep1$Plot56$Row29$Range15$PHW52 x PHM49,Missouri Valley,High,Rainfed,1,29,15,56,PHW52XPHM49,68.57,9.34,4.19,0.60,1.08,0.05
MV$Hybrid-HIPS$Rep2$Plot45$Row23$Range35$B73 x PHM49,Missouri Valley,High,Rainfed,2,23,35,45,B73XPHM49,69.47,7.24,4.04,0.98,1.12,0.04
MV$Hybrid-HIPS$Rep1$Plot62$Row25$Range17$2FACC x 3IIH6,Missouri Valley,High,Rainfed,1,25,17,62,2FACCX3IIH6,69.24,10.57,4.08,1.73,1.48,0.05
MV$Hybrid-HIPS$Rep1$Plot59$Row27$Range16$B73 x Mo17,Missouri Valley,High,Rainfed,1,27,16,59,B73XMO17,69.19,7.57,3.89,0.96,1.11,0.05
MV$Hybrid-HIPS$Rep1$Plot5$Row23$Range3$PHP02 x LH145,Missouri Valley,High,Rainfed,1,23,3,5,PHP02XLH145,68.95,9.38,4.53,0.93,0.96,0.05
MV$Hybrid-HIPS$Rep2$Plot78$Row25$Range43$PHK56 x LH82,Missouri Valley,High,Rainfed,2,25,43,78,PHK56XLH82,65.54,9.68,4.10,1.45,1.24,0.05
MV$Hybrid-HIPS$Rep2$Plot88$Row29$Range45$PHZ51 x LH145,Missouri Valley,High,Rainfed,2,29,45,88,PHZ51XLH145,71.83,8.91,4.11,1.08,1.15,0.06
MV$Hybrid-HIPS$Rep2$Plot47$Row27$Range35$PHK56 x LH185,Missouri Valley,High,Rainfed,2,27,35,47,PHK56XLH185,69.47,9.77,4.33,1.37,1.33,0.05
MV$Hybrid-HIPS$Rep2$Plot77$Row23$Range43$Solar 2,Missouri Valley,High,Rainfed,2,23,43,77,SOLAR2,71.16,7.32,3.57,1.11,1.22,0.05
MV$Hybrid-HIPS$Rep1$Plot65$Row23$Range18$PHP02 x PHK56,Missouri Valley,High,Rainfed,1,23,18,65,PHP02XPHK56,68.72,8.09,4.38,0.50,1.16,0.06
MV$Hybrid-HIPS$Rep1$Plot57$Row23$Range16$PHN46 x PHB47,Missouri Valley,High,Rainfed,1,23,16,57,PHN46XPHB47,67.28,8.66,3.74,1.39,1.26,0.05
MV$Hybrid-HIPS$Rep1$Plot55$Row27$Range15$PHP02 x PHB47,Missouri Valley,High,Rainfed,1,27,15,55,PHP02XPHB47,70.27,10.42,4.22,0.94,1.03,0.06
MV$Hybrid-HIPS$Rep1$Plot50$Row25$Range14$4N506 x 3IIH6,Missouri Valley,High,Rainfed,1,25,14,50,4N506X3IIH6,68.75,8.56,4.41,0.74,1.20,0.06
MV$Hybrid-HIPS$Rep2$Plot33$Row23$Range32$PHP02 x LH145,Missouri Valley,High,Rainfed,2,23,32,33,PHP02XLH145,72.73,7.85,4.35,0.24,0.83,0.05
MV$Hybrid-HIPS$Rep1$Plot54$Row25$Range15$PHG39 x PHM49,Missouri Valley,High,Rainfed,1,25,15,54,PHG39XPHM49,72.67,7.91,4.52,0.20,0.92,0.05
MV$Hybrid-HIPS$Rep2$Plot43$Row27$Range34$PHP02 x PHK76,Missouri Valley,High,Rainfed,2,27,34,43,PHP02XPHK76,68.76,7.80,3.65,0.87,1.04,0.05
MV$Hybrid-HIPS$Rep1$Plot49$Row23$Range14$PHK76 x 3IIH6,Missouri Valley,High,Rainfed,1,23,14,49,PHK76X3IIH6,70.73,10.27,3.95,1.64,1.33,0.05
MV$Hybrid-HIPS$Rep2$Plot19$Row27$Range28$PHP02 x PHK56,Missouri Valley,High,Rainfed,2,27,28,19,PHP02XPHK56,69.53,8.57,3.36,1.05,1.11,0.05
MV$Hybrid-HIPS$Rep2$Plot55$Row27$Range37$PHK76 x LH145,Missouri Valley,High,Rainfed,2,27,37,55,PHK76XLH145,66.59,9.28,4.05,1.64,1.23,0.05
MV$Hybrid-HIPS$Rep2$Plot65$Row23$Range40$LH82 x PHJ89,Missouri Valley,High,Rainfed,2,23,40,65,LH82XPHJ89,67.20,8.50,3.83,1.45,1.20,0.05
MV$Hybrid-HIPS$Rep2$Plot30$Row25$Range31$PHB47 x LH185,Missouri Valley,High,Rainfed,2,25,31,30,PHB47XLH185,70.45,10.39,4.39,0.58,0.94,0.05
MV$Hybrid-HIPS$Rep2$Plot53$Row23$Range37$,Missouri Valley,High,Rainfed,2,23,37,53,,70.11,9.47,4.43,0.64,0.92,0.05
MV$Hybrid-HIPS$Rep2$Plot26$Row25$Range30$B73 x Mo17,Missouri Valley,High,Rainfed,2,25,30,26,B73XMO17,67.20,10.15,4.47,0.91,1.13,0.05
MV$Hybrid-HIPS$Rep2$Plot13$Row23$Range27$LH74 x PHN82,Missouri Valley,High,Rainfed,2,23,27,13,LH74XPHN82,68.59,8.58,4.00,0.86,1.07,0.05
MV$Hybrid-HIPS$Rep1$Plot27$Row27$Range8$LH82 x PHJ89,Missouri Valley,High,Rainfed,1,27,8,27,LH82XPHJ89,66.34,11.08,4.51,1.13,1.24,0.06
MV$Hybrid-HIPS$Rep1$Plot21$Row23$Range7$PHK56 x W606S,Missouri Valley,High,Rainfed,1,23,7,21,PHK56XW606S,69.57,10.74,4.08,2.35,1.62,0.06
MV$Hybrid-HIPS$Rep2$Plot57$Row23$Range38$PHK56 x 3IIH6,Missouri Valley,High,Rainfed,2,23,38,57,PHK56X3IIH6,69.47,8.06,3.14,0.86,0.93,0.05
MV$Hybrid-HIPS$Rep2$Plot62$Row25$Range39$2FACC x 3IIH6,Missouri Valley,High,Rainfed,2,25,39,62,2FACCX3IIH6,70.51,9.13,3.92,1.79,1.37,0.05
MV$Hybrid-HIPS$Rep2$Plot76$Row29$Range42$Solar 3,Missouri Valley,High,Rainfed,2,29,42,76,SOLAR3,70.22,7.69,4.34,1.95,1.43,0.05
MV$Hybrid-HIPS$Rep2$Plot17$Row23$Range28$PHN46 x W606S,Missouri Valley,High,Rainfed,2,23,28,17,PHN46XW606S,69.37,8.63,3.78,0.53,1.05,0.05
MV$Hybrid-HIPS$Rep2$Plot54$Row25$Range37$PHW52 x PHM49,Missouri Valley,High,Rainfed,2,25,37,54,PHW52XPHM49,68.99,8.63,3.75,1.02,0.99,0.06
MV$Hybrid-HIPS$Rep2$Plot71$Row27$Range41$LH195 x 3IIH6,Missouri Valley,High,Rainfed,2,27,41,71,LH195X3IIH6,69.00,9.42,3.88,1.24,1.16,0.05
MV$Hybrid-HIPS$Rep1$Plot66$Row25$Range18$PHB47 x PHJ89,Missouri Valley,High,Rainfed,1,25,18,66,PHB47XPHJ89,68.42,9.56,3.31,1.12,1.15,0.05
MV$Hybrid-HIPS$Rep1$Plot46$Row25$Range13$B84 x 3IIH6,Missouri Valley,High,Rainfed,1,25,13,46,B84X3IIH6,68.86,8.50,3.93,0.85,1.19,0.05
MV$Hybrid-HIPS$Rep2$Plot56$Row29$Range37$PHJ40 x LH82,Missouri Valley,High,Rainfed,2,29,37,56,PHJ40XLH82,70.23,7.47,4.17,0.54,1.00,0.05
MV$Hybrid-HIPS$Rep2$Plot29$Row23$Range31$PHP02 x PHJ89,Missouri Valley,High,Rainfed,2,23,31,29,PHP02XPHJ89,67.35,8.93,4.25,1.26,1.09,0.05
MV$Hybrid-HIPS$Rep1$Plot34$Row25$Range10$B37 x Mo17,Missouri Valley,High,Rainfed,1,25,10,34,B37XMO17,70.68,10.10,4.19,1.00,0.93,0.05
MV$Hybrid-HIPS$Rep1$Plot11$Row27$Range4$B73 x PHZ51,Missouri Valley,High,Rainfed,1,27,4,11,B73XPHZ51,69.87,7.84,3.42,0.92,1.07,0.05
